securityType;security;isin;alias;currency;maturityDate;issueDate;issueType;interestConvention;referenceCurve;interestType;coupon;faceValue;duedate;outPrincipal;principalEvent;principalAmount;interestEvent;interestRate;interestAmount;interestPayment;interestNotPayed;fixingDate;principalPaymentDate;interestPaymentDate;interestDate;interestPayEvent
KTV;A970422I94;HU0000400825;1997/I;HUF;1997.04.22;1994.04.22;PUBLIC;_ACT_365NL;NULL;FIX;25;10000;1995.04.22;10000;0;NULL;1;25;2500;2500;NULL;1994.04.21;NULL;1995.04.24;1995.04.22;1
KTV;A970422I94;HU0000400825;1997/I;HUF;1997.04.22;1994.04.22;PUBLIC;_ACT_365NL;NULL;FIX;25;10000;1996.04.22;10000;0;NULL;1;25;2500;2500;NULL;1995.04.21;NULL;1996.04.22;1996.04.22;1
KTV;A970422I94;HU0000400825;1997/I;HUF;1997.04.22;1994.04.22;PUBLIC;_ACT_365NL;NULL;FIX;25;10000;1997.04.22;0;1;10000;1;25;2500;2500;NULL;1996.04.21;1997.04.22;1997.04.22;1997.04.22;1
KTV;A970624J94;HU0000400239;1997/J;HUF;1997.06.24;1994.06.24;PUBLIC;_ACT_365NL;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;10000;1994.06.24;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;1994.06.24;NULL;NULL;0
KTV;A970624J94;HU0000400239;1997/J;HUF;1997.06.24;1994.06.24;PUBLIC;_ACT_365NL;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;10000;1994.12.24;10000;0;NULL;1;26,01;1304;1304;NULL;1994.12.23;NULL;1994.12.26;1994.12.24;1
KTV;A970624J94;HU0000400239;1997/J;HUF;1997.06.24;1994.06.24;PUBLIC;_ACT_365NL;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;10000;1995.06.24;10000;0;NULL;1;30,91;1541;1541;NULL;1995.06.23;NULL;1995.06.26;1995.06.24;1
KTV;A970624J94;HU0000400239;1997/J;HUF;1997.06.24;1994.06.24;PUBLIC;_ACT_365NL;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;10000;1995.12.24;10000;0;NULL;1;35,11;1760;1760;NULL;1995.12.23;NULL;1995.12.25;1995.12.24;1
KTV;A970624J94;HU0000400239;1997/J;HUF;1997.06.24;1994.06.24;PUBLIC;_ACT_365NL;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;10000;1996.06.24;10000;0;NULL;1;31,52;1572;1572;NULL;1996.06.23;NULL;1996.06.24;1996.06.24;1
KTV;A970624J94;HU0000400239;1997/J;HUF;1997.06.24;1994.06.24;PUBLIC;_ACT_365NL;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;10000;1996.12.24;10000;0;NULL;1;25,92;1300;1300;NULL;1996.12.23;NULL;1996.12.24;1996.12.24;1
KTV;A970624J94;HU0000400239;1997/J;HUF;1997.06.24;1994.06.24;PUBLIC;_ACT_365NL;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;10000;1997.06.24;0;1;10000;1;23,52;1173;1173;NULL;1997.06.23;1997.06.24;1997.06.24;1997.06.24;1
KTV;A970803K94;HU0000400262;1997/K;HUF;1997.08.03;1994.08.03;PUBLIC;_ACT_365NL;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;10000;1994.08.03;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;1994.08.03;NULL;NULL;0
KTV;A970803K94;HU0000400262;1997/K;HUF;1997.08.03;1994.08.03;PUBLIC;_ACT_365NL;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;10000;1995.02.03;10000;0;NULL;1;26,55;1338;1338;NULL;1995.02.02;NULL;1995.02.03;1995.02.03;1
KTV;A970803K94;HU0000400262;1997/K;HUF;1997.08.03;1994.08.03;PUBLIC;_ACT_365NL;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;10000;1995.08.03;10000;0;NULL;1;31,81;1577;1577;NULL;1995.08.02;NULL;1995.08.03;1995.08.03;1
KTV;A970803K94;HU0000400262;1997/K;HUF;1997.08.03;1994.08.03;PUBLIC;_ACT_365NL;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;10000;1996.02.03;10000;0;NULL;1;33,59;1693;1693;NULL;1996.02.02;NULL;1996.02.05;1996.02.03;1
KTV;A970803K94;HU0000400262;1997/K;HUF;1997.08.03;1994.08.03;PUBLIC;_ACT_365NL;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;10000;1996.08.03;10000;0;NULL;1;31,86;1580;1580;NULL;1996.08.02;NULL;1996.08.05;1996.08.03;1
KTV;A970803K94;HU0000400262;1997/K;HUF;1997.08.03;1994.08.03;PUBLIC;_ACT_365NL;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;10000;1997.02.03;10000;0;NULL;1;25,9;1306;1306;NULL;1997.02.02;NULL;1997.02.03;1997.02.03;1
KTV;A970803K94;HU0000400262;1997/K;HUF;1997.08.03;1994.08.03;PUBLIC;_ACT_365NL;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;10000;1997.08.03;0;1;10000;1;23,58;1169;1169;NULL;1997.08.02;1997.08.04;1997.08.04;1997.08.03;1
KTV;A970201L95;HU0000400114;1997/L;HUF;1997.02.01;1995.02.01;PUBLIC;_ACT_365NL;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;10000;1995.02.01;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;1995.02.01;NULL;NULL;0
KTV;A970201L95;HU0000400114;1997/L;HUF;1997.02.01;1995.02.01;PUBLIC;_ACT_365NL;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;10000;1995.08.01;10000;0;NULL;1;31,81;1577;1577;NULL;1995.07.31;NULL;1995.08.01;1995.08.01;1
KTV;A970201L95;HU0000400114;1997/L;HUF;1997.02.01;1995.02.01;PUBLIC;_ACT_365NL;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;10000;1996.02.01;10000;0;NULL;1;33,59;1693;1693;NULL;1996.01.31;NULL;1996.02.01;1996.02.01;1
KTV;A970201L95;HU0000400114;1997/L;HUF;1997.02.01;1995.02.01;PUBLIC;_ACT_365NL;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;10000;1996.08.01;10000;0;NULL;1;31,86;1580;1580;NULL;1996.07.31;NULL;1996.08.01;1996.08.01;1
KTV;A970201L95;HU0000400114;1997/L;HUF;1997.02.01;1995.02.01;PUBLIC;_ACT_365NL;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;10000;1997.02.01;0;1;10000;1;25,9;1306;1306;NULL;1997.01.31;1997.02.03;1997.02.03;1997.02.01;1
KTV;A970201M95;HU0000400122;1997/M;HUF;1997.02.01;1995.02.01;PUBLIC;_ACT_365NL;NULL;FIX;0;10000;1995.02.01;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;1995.02.01;NULL;NULL;0
KTV;A970420N95;HU0000400171;1997/N;HUF;1997.04.20;1995.04.20;PRIVATE;_ACT_365NL;NULL;FIX;0;10000;1995.04.20;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;1995.04.20;NULL;NULL;0
KTV;A970517O95;HU0000400197;1997/O;HUF;1997.05.17;1995.05.17;PUBLIC;_ACT_365NL;HUF CPI;FLOAT;NULL;10000;1995.05.17;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;1995.05.17;NULL;NULL;0
KTV;A970517O95;HU0000400197;1997/O;HUF;1997.05.17;1995.05.17;PUBLIC;_ACT_365NL;HUF CPI;FLOAT;NULL;10000;1996.05.17;10000;0;NULL;1;27,6;2760;2760;NULL;1996.05.16;NULL;1996.05.17;1996.05.17;1
KTV;A970517O95;HU0000400197;1997/O;HUF;1997.05.17;1995.05.17;PUBLIC;_ACT_365NL;HUF CPI;FLOAT;NULL;10000;1997.05.17;0;1;10000;1;20,8;2080;2080;NULL;1997.05.16;1997.05.20;1997.05.20;1997.05.17;1
KTV;A970502P95;HU0000400189;1997/P;HUF;1997.05.02;1995.05.02;PRIVATE;_ACT_365NL;NULL;FIX;0;10000;1995.05.02;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;1995.05.02;NULL;NULL;0
KTV;A970518R95;HU0000400205;1997/R;HUF;1997.05.18;1995.05.18;PRIVATE;_ACT_365NL;NULL;FIX;0;10000;1995.05.18;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;1995.05.18;NULL;NULL;0
KTV;A970621S95;HU0000400221;1997/S;HUF;1997.06.21;1995.06.21;PUBLIC;_ACT_365NL;HUF DKJ 03_06M LAST 1M;FLOAT;NULL;10000;1995.06.21;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;1995.06.21;NULL;NULL;0
KTV;A970621S95;HU0000400221;1997/S;HUF;1997.06.21;1995.06.21;PUBLIC;_ACT_365NL;HUF DKJ 03_06M LAST 1M;FLOAT;NULL;10000;1995.12.21;10000;0;NULL;1;35,56;1783;1783;NULL;1995.12.20;NULL;1995.12.21;1995.12.21;1
KTV;A970621S95;HU0000400221;1997/S;HUF;1997.06.21;1995.06.21;PUBLIC;_ACT_365NL;HUF DKJ 03_06M LAST 1M;FLOAT;NULL;10000;1996.06.21;10000;0;NULL;1;31,71;1581;1581;NULL;1996.06.20;NULL;1996.06.21;1996.06.21;1
KTV;A970621S95;HU0000400221;1997/S;HUF;1997.06.21;1995.06.21;PUBLIC;_ACT_365NL;HUF DKJ 03_06M LAST 1M;FLOAT;NULL;10000;1996.12.21;10000;0;NULL;1;25,83;1295;1295;NULL;1996.12.20;NULL;1996.12.23;1996.12.21;1
KTV;A970621S95;HU0000400221;1997/S;HUF;1997.06.21;1995.06.21;PUBLIC;_ACT_365NL;HUF DKJ 03_06M LAST 1M;FLOAT;NULL;10000;1997.06.21;0;1;10000;1;23,15;1154;1154;NULL;1997.06.20;1997.06.23;1997.06.23;1997.06.21;1
KTV;A970119T95;HU0000400098;1997/T;HUF;1997.01.19;1995.07.19;PUBLIC;_ACT_365NL;NULL;FIX;31;10000;1995.07.19;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;1995.07.19;NULL;NULL;0
KTV;A970119T95;HU0000400098;1997/T;HUF;1997.01.19;1995.07.19;PUBLIC;_ACT_365NL;NULL;FIX;31;10000;1996.01.19;10000;0;NULL;1;31;1563;1563;NULL;1995.07.18;NULL;1996.01.19;1996.01.19;1
KTV;A970119T95;HU0000400098;1997/T;HUF;1997.01.19;1995.07.19;PUBLIC;_ACT_365NL;NULL;FIX;31;10000;1996.07.19;10000;0;NULL;1;31;1537;1537;NULL;1996.01.18;NULL;1996.07.19;1996.07.19;1
KTV;A970119T95;HU0000400098;1997/T;HUF;1997.01.19;1995.07.19;PUBLIC;_ACT_365NL;NULL;FIX;31;10000;1997.01.19;0;1;10000;1;31;1563;1563;NULL;1996.07.18;1997.01.20;1997.01.20;1997.01.19;1
KTV;A970119U95;HU0000400106;1997/U;HUF;1997.01.19;1995.07.19;PUBLIC;_ACT_365NL;NULL;FIX;31;10000;1995.07.19;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;1995.07.19;NULL;NULL;0
KTV;A970119U95;HU0000400106;1997/U;HUF;1997.01.19;1995.07.19;PUBLIC;_ACT_365NL;NULL;FIX;31;10000;1996.01.19;11563;0;NULL;1;31;1563;NULL;1563;1995.07.18;NULL;1996.01.19;1996.01.19;0
KTV;A970119U95;HU0000400106;1997/U;HUF;1997.01.19;1995.07.19;PUBLIC;_ACT_365NL;NULL;FIX;31;10000;1996.07.19;13341;0;NULL;1;31;1778;NULL;3341;1996.01.18;NULL;1996.07.19;1996.07.19;0
KTV;A970119U95;HU0000400106;1997/U;HUF;1997.01.19;1995.07.19;PUBLIC;_ACT_365NL;NULL;FIX;31;10000;1997.01.19;0;1;10000;1;31;2085;5426;NULL;1996.07.18;1997.01.20;1997.01.20;1997.01.19;1
KTV;A970816V95;HU0000400270;1997/V;HUF;1997.08.16;1995.08.16;PUBLIC;_ACT_365NL;NULL;FIX;31;10000;1995.08.16;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;1995.08.16;NULL;NULL;0
KTV;A970816V95;HU0000400270;1997/V;HUF;1997.08.16;1995.08.16;PUBLIC;_ACT_365NL;NULL;FIX;31;10000;1996.02.16;10000;0;NULL;1;31;1563;1563;NULL;1995.08.15;NULL;1996.02.16;1996.02.16;1
KTV;A970816V95;HU0000400270;1997/V;HUF;1997.08.16;1995.08.16;PUBLIC;_ACT_365NL;NULL;FIX;31;10000;1996.08.16;10000;0;NULL;1;31;1537;1537;NULL;1996.02.15;NULL;1996.08.16;1996.08.16;1
KTV;A970816V95;HU0000400270;1997/V;HUF;1997.08.16;1995.08.16;PUBLIC;_ACT_365NL;NULL;FIX;31;10000;1997.02.16;10000;0;NULL;1;31;1563;1563;NULL;1996.08.15;NULL;1997.02.17;1997.02.16;1
KTV;A970816V95;HU0000400270;1997/V;HUF;1997.08.16;1995.08.16;PUBLIC;_ACT_365NL;NULL;FIX;31;10000;1997.08.16;0;1;10000;1;31;1537;1537;NULL;1997.02.15;1997.08.18;1997.08.18;1997.08.16;1
KTV;A970816W95;HU0000400288;1997/W;HUF;1997.08.16;1995.08.16;PUBLIC;_ACT_365NL;NULL;FIX;31;10000;1995.08.16;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;1995.08.16;NULL;NULL;0
KTV;A970816W95;HU0000400288;1997/W;HUF;1997.08.16;1995.08.16;PUBLIC;_ACT_365NL;NULL;FIX;31;10000;1996.02.16;11563;0;NULL;1;31;1563;NULL;1563;1995.08.15;NULL;1996.02.16;1996.02.16;0
KTV;A970816W95;HU0000400288;1997/W;HUF;1997.08.16;1995.08.16;PUBLIC;_ACT_365NL;NULL;FIX;31;10000;1996.08.16;13341;0;NULL;1;31;1778;NULL;3341;1996.02.15;NULL;1996.08.16;1996.08.16;0
KTV;A970816W95;HU0000400288;1997/W;HUF;1997.08.16;1995.08.16;PUBLIC;_ACT_365NL;NULL;FIX;31;10000;1997.02.16;15426;0;NULL;1;31;2085;NULL;5426;1996.08.15;NULL;1997.02.17;1997.02.16;0
KTV;A970816W95;HU0000400288;1997/W;HUF;1997.08.16;1995.08.16;PUBLIC;_ACT_365NL;NULL;FIX;31;10000;1997.08.16;0;1;10000;1;31;2371;7797;NULL;1997.02.15;1997.08.18;1997.08.18;1997.08.16;1
KTV;A970920X95;HU0000400296;1997/X;HUF;1997.09.20;1995.09.20;PUBLIC;_ACT_365NL;HUF DKJ 06M LAST 1M;FLOAT;NULL;10000;1995.09.20;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;1995.09.20;NULL;NULL;0
KTV;A970920X95;HU0000400296;1997/X;HUF;1997.09.20;1995.09.20;PUBLIC;_ACT_365NL;HUF DKJ 06M LAST 1M;FLOAT;NULL;10000;1996.03.20;10000;0;NULL;1;35,43;1757;1757;NULL;1996.03.19;NULL;1996.03.20;1996.03.20;1
KTV;A970920X95;HU0000400296;1997/X;HUF;1997.09.20;1995.09.20;PUBLIC;_ACT_365NL;HUF DKJ 06M LAST 1M;FLOAT;NULL;10000;1996.09.20;10000;0;NULL;1;26,71;1346;1346;NULL;1996.09.19;NULL;1996.09.20;1996.09.20;1
KTV;A970920X95;HU0000400296;1997/X;HUF;1997.09.20;1995.09.20;PUBLIC;_ACT_365NL;HUF DKJ 06M LAST 1M;FLOAT;NULL;10000;1997.03.20;10000;0;NULL;1;24,79;1229;1229;NULL;1997.03.19;NULL;1997.03.20;1997.03.20;1
KTV;A970920X95;HU0000400296;1997/X;HUF;1997.09.20;1995.09.20;PUBLIC;_ACT_365NL;HUF DKJ 06M LAST 1M;FLOAT;NULL;10000;1997.09.20;0;1;10000;1;21,58;1088;1088;NULL;1997.09.19;1997.09.22;1997.09.22;1997.09.20;1
KTV;A970418Y195;HU0000400155;1997/Y1;HUF;1997.04.18;1995.10.18;PUBLIC;_ACT_365NL;NULL;FIX;30;10000;1995.10.18;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;1995.10.18;NULL;NULL;0
KTV;A970418Y195;HU0000400155;1997/Y1;HUF;1997.04.18;1995.10.18;PUBLIC;_ACT_365NL;NULL;FIX;30;10000;1996.04.18;10000;0;NULL;1;30;1496;1496;NULL;1995.10.17;NULL;1996.04.18;1996.04.18;1
KTV;A970418Y195;HU0000400155;1997/Y1;HUF;1997.04.18;1995.10.18;PUBLIC;_ACT_365NL;NULL;FIX;30;10000;1996.10.18;10000;0;NULL;1;30;1504;1504;NULL;1996.04.17;NULL;1996.10.18;1996.10.18;1
KTV;A970418Y195;HU0000400155;1997/Y1;HUF;1997.04.18;1995.10.18;PUBLIC;_ACT_365NL;NULL;FIX;30;10000;1997.04.18;0;1;10000;1;30;1496;1496;NULL;1996.10.17;1997.04.18;1997.04.18;1997.04.18;1
KTV;A970418Y295;HU0000400163;1997/Y2;HUF;1997.04.18;1995.10.18;PUBLIC;_ACT_365NL;NULL;FIX;30;10000;1995.10.18;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;1995.10.18;NULL;NULL;0
KTV;A970418Y295;HU0000400163;1997/Y2;HUF;1997.04.18;1995.10.18;PUBLIC;_ACT_365NL;NULL;FIX;30;10000;1996.04.18;11496;0;NULL;1;30;1496;NULL;1496;1995.10.17;NULL;1996.04.18;1996.04.18;0
KTV;A970418Y295;HU0000400163;1997/Y2;HUF;1997.04.18;1995.10.18;PUBLIC;_ACT_365NL;NULL;FIX;30;10000;1996.10.18;13225;0;NULL;1;30;1729;NULL;3225;1996.04.17;NULL;1996.10.18;1996.10.18;0
KTV;A970418Y295;HU0000400163;1997/Y2;HUF;1997.04.18;1995.10.18;PUBLIC;_ACT_365NL;NULL;FIX;30;10000;1997.04.18;0;1;10000;1;30;1978;5203;NULL;1996.10.17;1997.04.18;1997.04.18;1997.04.18;1
KTV;A970705Z196;HU0000400247;1997/Z1;HUF;1997.07.05;1996.01.05;PUBLIC;_ACT_365NL;NULL;FIX;30;10000;1996.01.05;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;1996.01.05;NULL;NULL;0
KTV;A970705Z196;HU0000400247;1997/Z1;HUF;1997.07.05;1996.01.05;PUBLIC;_ACT_365NL;NULL;FIX;30;10000;1996.07.05;10000;0;NULL;1;30;1488;1488;NULL;1996.01.04;NULL;1996.07.05;1996.07.05;1
KTV;A970705Z196;HU0000400247;1997/Z1;HUF;1997.07.05;1996.01.05;PUBLIC;_ACT_365NL;NULL;FIX;30;10000;1997.01.05;10000;0;NULL;1;30;1512;1512;NULL;1996.07.04;NULL;1997.01.06;1997.01.05;1
KTV;A970705Z196;HU0000400247;1997/Z1;HUF;1997.07.05;1996.01.05;PUBLIC;_ACT_365NL;NULL;FIX;30;10000;1997.07.05;0;1;10000;1;30;1488;1488;NULL;1997.01.04;1997.07.07;1997.07.07;1997.07.05;1
KTV;A970705Z296;HU0000400254;1997/Z2;HUF;1997.07.05;1996.01.05;PUBLIC;_ACT_365NL;NULL;FIX;30;10000;1996.01.05;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;1996.01.05;NULL;NULL;0
KTV;A970705Z296;HU0000400254;1997/Z2;HUF;1997.07.05;1996.01.05;PUBLIC;_ACT_365NL;NULL;FIX;30;10000;1996.07.05;11488;0;NULL;1;30;1488;NULL;1488;1996.01.04;NULL;1996.07.05;1996.07.05;0
KTV;A970705Z296;HU0000400254;1997/Z2;HUF;1997.07.05;1996.01.05;PUBLIC;_ACT_365NL;NULL;FIX;30;10000;1997.01.05;13225;0;NULL;1;30;1737;NULL;3225;1996.07.04;NULL;1997.01.06;1997.01.05;0
KTV;A970705Z296;HU0000400254;1997/Z2;HUF;1997.07.05;1996.01.05;PUBLIC;_ACT_365NL;NULL;FIX;30;10000;1997.07.05;0;1;10000;1;30;1967;5192;NULL;1997.01.04;1997.07.07;1997.07.07;1997.07.05;1
KTV;A980317A93;HU0000400361;1998/A;HUF;1998.03.17;1993.03.17;PUBLIC;_ACT_365NL;HUF DKJ 06M LAST 6M;FLOAT;NULL;10000;1993.03.17;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;1993.03.17;NULL;NULL;0
KTV;A980317A93;HU0000400361;1998/A;HUF;1998.03.17;1993.03.17;PUBLIC;_ACT_365NL;HUF DKJ 06M LAST 6M;FLOAT;NULL;10000;1994.03.17;10000;0;NULL;1;18,15;1815;1815;NULL;1994.03.16;NULL;1994.03.17;1994.03.17;1
KTV;A980317A93;HU0000400361;1998/A;HUF;1998.03.17;1993.03.17;PUBLIC;_ACT_365NL;HUF DKJ 06M LAST 6M;FLOAT;NULL;10000;1995.03.17;10000;0;NULL;1;26,05;2605;2605;NULL;1995.03.16;NULL;1995.03.17;1995.03.17;1
KTV;A980317A93;HU0000400361;1998/A;HUF;1998.03.17;1993.03.17;PUBLIC;_ACT_365NL;HUF DKJ 06M LAST 6M;FLOAT;NULL;10000;1996.03.17;10000;0;NULL;1;34,49;3449;3449;NULL;1996.03.16;NULL;1996.03.18;1996.03.17;1
KTV;A980317A93;HU0000400361;1998/A;HUF;1998.03.17;1993.03.17;PUBLIC;_ACT_365NL;HUF DKJ 06M LAST 6M;FLOAT;NULL;10000;1997.03.17;10000;0;NULL;1;27,82;2782;2782;NULL;1997.03.16;NULL;1997.03.17;1997.03.17;1
KTV;A980317A93;HU0000400361;1998/A;HUF;1998.03.17;1993.03.17;PUBLIC;_ACT_365NL;HUF DKJ 06M LAST 6M;FLOAT;NULL;10000;1998.03.17;0;1;10000;1;21,9;2190;2190;NULL;1998.03.16;1998.03.17;1998.03.17;1998.03.17;1
KTV;A981231B93;HU0000400429;1998/B;HUF;1998.12.31;1993.01.01;PUBLIC;_ACT_365NL;NULL;FIX;0;10000;1993.01.01;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;1993.01.01;NULL;NULL;0
KTV;A980215C94;HU0000400353;1998/C;HUF;1998.02.15;1994.02.15;PUBLIC;_ACT_365NL;NULL;FIX;0;10000;1994.02.15;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;1994.02.15;NULL;NULL;0
KTV;A981123D94;HU0000400411;1998/D;HUF;1998.11.23;1994.11.23;PUBLIC;_ACT_365NL;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;10000;1994.11.23;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;1994.11.23;NULL;NULL;0
KTV;A981123D94;HU0000400411;1998/D;HUF;1998.11.23;1994.11.23;PUBLIC;_ACT_365NL;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;10000;1995.05.23;10000;0;NULL;1;30,96;1535;1535;NULL;1995.05.22;NULL;1995.05.23;1995.05.23;1
KTV;A981123D94;HU0000400411;1998/D;HUF;1998.11.23;1994.11.23;PUBLIC;_ACT_365NL;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;10000;1995.11.23;10000;0;NULL;1;34,93;1761;1761;NULL;1995.11.22;NULL;1995.11.23;1995.11.23;1
KTV;A981123D94;HU0000400411;1998/D;HUF;1998.11.23;1994.11.23;PUBLIC;_ACT_365NL;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;10000;1996.05.23;10000;0;NULL;1;32,08;1591;1591;NULL;1996.05.22;NULL;1996.05.23;1996.05.23;1
KTV;A981123D94;HU0000400411;1998/D;HUF;1998.11.23;1994.11.23;PUBLIC;_ACT_365NL;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;10000;1996.11.23;10000;0;NULL;1;25,82;1302;1302;NULL;1996.11.22;NULL;1996.11.25;1996.11.23;1
KTV;A981123D94;HU0000400411;1998/D;HUF;1998.11.23;1994.11.23;PUBLIC;_ACT_365NL;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;10000;1997.05.23;10000;0;NULL;1;24,16;1198;1198;NULL;1997.05.22;NULL;1997.05.23;1997.05.23;1
KTV;A981123D94;HU0000400411;1998/D;HUF;1998.11.23;1994.11.23;PUBLIC;_ACT_365NL;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;10000;1997.11.23;10000;0;NULL;1;22,67;1143;1143;NULL;1997.11.22;NULL;1997.11.24;1997.11.23;1
KTV;A981123D94;HU0000400411;1998/D;HUF;1998.11.23;1994.11.23;PUBLIC;_ACT_365NL;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;10000;1998.05.23;10000;0;NULL;1;21,08;1045;1045;NULL;1998.05.22;NULL;1998.05.25;1998.05.23;1
KTV;A981123D94;HU0000400411;1998/D;HUF;1998.11.23;1994.11.23;PUBLIC;_ACT_365NL;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;10000;1998.11.23;0;1;10000;1;19,95;1006;1006;NULL;1998.11.22;1998.11.23;1998.11.23;1998.11.23;1
KTV;A980103E95;HU0000400338;1998/E;HUF;1998.01.03;1995.01.03;PUBLIC;_ACT_365NL;NULL;FIX;0;10000;1995.01.03;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;1995.01.03;NULL;NULL;0
KTV;A980131F95;HU0000400346;1998/F;HUF;1998.01.31;1995.01.31;PUBLIC;_ACT_365NL;NULL;FIX;0;10000;1995.01.31;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;1995.01.31;NULL;NULL;0
KTV;A980929G95;HU0000400403;1998/G;HUF;1998.09.29;1995.09.29;PUBLIC;_ACT_365NL;HUF DKJ 06M LAST 1M;FLOAT;NULL;10000;1995.09.29;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;1995.09.29;NULL;NULL;0
KTV;A980929G95;HU0000400403;1998/G;HUF;1998.09.29;1995.09.29;PUBLIC;_ACT_365NL;HUF DKJ 06M LAST 1M;FLOAT;NULL;10000;1996.03.29;10000;0;NULL;1;34,98;1735;1735;NULL;1996.03.28;NULL;1996.03.29;1996.03.29;1
KTV;A980929G95;HU0000400403;1998/G;HUF;1998.09.29;1995.09.29;PUBLIC;_ACT_365NL;HUF DKJ 06M LAST 1M;FLOAT;NULL;10000;1996.09.29;10000;0;NULL;1;26,21;1321;1321;NULL;1996.09.28;NULL;1996.09.30;1996.09.29;1
KTV;A980929G95;HU0000400403;1998/G;HUF;1998.09.29;1995.09.29;PUBLIC;_ACT_365NL;HUF DKJ 06M LAST 1M;FLOAT;NULL;10000;1997.03.29;10000;0;NULL;1;24,29;1205;1205;NULL;1997.03.28;NULL;1997.04.01;1997.03.29;1
KTV;A980929G95;HU0000400403;1998/G;HUF;1998.09.29;1995.09.29;PUBLIC;_ACT_365NL;HUF DKJ 06M LAST 1M;FLOAT;NULL;10000;1997.09.29;10000;0;NULL;1;21,08;1063;1063;NULL;1997.09.28;NULL;1997.09.29;1997.09.29;1
KTV;A980929G95;HU0000400403;1998/G;HUF;1998.09.29;1995.09.29;PUBLIC;_ACT_365NL;HUF DKJ 06M LAST 1M;FLOAT;NULL;10000;1998.03.29;10000;0;NULL;1;20,22;1003;1003;NULL;1998.03.28;NULL;1998.03.30;1998.03.29;1
KTV;A980929G95;HU0000400403;1998/G;HUF;1998.09.29;1995.09.29;PUBLIC;_ACT_365NL;HUF DKJ 06M LAST 1M;FLOAT;NULL;10000;1998.09.29;0;1;10000;1;19,69;993;993;NULL;1998.09.28;1998.09.29;1998.09.29;1998.09.29;1
KTV;A980929G295;HU0000400403;1998/G2;HUF;1998.09.29;1995.12.13;PUBLIC;_ACT_365NL;HUF DKJ 06M LAST 1M;FLOAT;NULL;10000;1995.12.13;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;1995.12.13;NULL;NULL;0
